sku,year,make,model
sku967,1992,make49,model156
sku610,1996,make18,model235
sku862,1993,make50,model343
sku326,2012,make9,model77
sku697,2000,make7,model34
sku555,1991,make45,model181
sku15,1994,make40,model450
sku999,2003,make7,model483
sku676,1992,make14,model143
sku372,2004,make38,model117
sku765,2007,make46,model45
sku659,1992,make13,model178
sku539,1998,make22,model47
sku442,1997,make23,model228
sku514,1995,make18,model257
sku799,2001,make24,model237
sku602,2008,make38,model487
sku374,2002,make11,model69
sku252,1992,make12,model455
sku217,2001,make14,model378
sku843,2006,make43,model142
sku5,1997,make37,model260
sku538,1992,make2,model168
sku587,2002,make41,model95
sku265,2003,make9,model319
sku81,1998,make39,model166
sku494,1990,make13,model356
sku472,2002,make24,model157
sku192,1997,make30,model98
sku617,1998,make36,model77
sku431,2007,make25,model9
sku255,1997,make11,model260
sku866,1998,make8,model474
sku737,2012,make14,model116
sku934,2002,make48,model203
sku26,1999,make36,model109
sku723,1997,make21,model170
sku652,1993,make25,model41
sku872,2013,make5,model63
sku282,1997,make33,model74
sku672,2009,make5,model205
sku733,1998,make32,model334
sku892,2003,make4,model459
sku990,2008,make7,model357
sku105,2003,make3,model378
sku674,2003,make42,model273
sku529,2012,make34,model405
sku240,1997,make48,model456
sku117,1991,make16,model425
sku422,2013,make26,model157
sku541,2004,make12,model265
sku377,1998,make13,model241
sku913,1997,make12,model294
sku840,1991,make7,model185
sku10,2009,make9,model125
sku119,1993,make9,model118
sku186,2001,make5,model304
sku440,2004,make47,model491
sku189,1993,make26,model283
sku518,2008,make3,model216
sku46,1996,make1,model443
sku358,1993,make13,model184
sku952,2000,make31,model36
sku568,2008,make16,model377
sku257,1999,make19,model348
sku992,1996,make34,model90
sku434,1994,make38,model476
sku937,2009,make20,model492
sku76,1999,make44,model217
sku547,1992,make41,model249
sku554,1999,make29,model61
sku193,2010,make44,model225
sku265,1995,make8,model128
sku518,2009,make22,model476
sku6,1994,make46,model472
sku973,1996,make47,model24
sku680,2009,make25,model113
sku914,1996,make37,model234
sku698,1996,make30,model446
sku166,2001,make17,model215
sku699,2001,make35,model108
sku305,1992,make9,model155
sku301,1991,make13,model137
sku350,1994,make17,model15
sku970,2009,make13,model442
sku83,2013,make18,model391
sku271,2012,make34,model218
sku402,1990,make44,model50
sku495,2003,make16,model400
sku671,2001,make6,model486
sku550,1998,make13,model450
sku537,2003,make47,model253
sku366,1994,make20,model224
sku162,2007,make12,model217
sku677,2011,make44,model39
sku910,2007,make9,model202
sku283,2001,make11,model477
sku975,1997,make47,model262
sku669,1994,make22,model103
sku732,1998,make36,model49
sku534,1992,make28,model348
sku839,2008,make7,model258
sku671,2013,make30,model290
sku729,2008,make50,model6
sku264,1994,make49,model120
sku494,2011,make39,model82
sku57,1994,make19,model394
sku537,1991,make45,model36
sku180,2000,make39,model9
sku200,2011,make27,model436
sku891,1993,make23,model310
sku897,2000,make32,model80
sku619,2004,make20,model57
sku486,1993,make14,model271
sku347,2005,make17,model442
sku723,1995,make48,model451
sku642,2007,make46,model421
sku614,2000,make36,model252
sku578,1993,make7,model237
sku596,2008,make32,model108
sku350,1990,make17,model418
sku194,2004,make19,model271
sku245,2006,make22,model484
sku920,1999,make44,model281
sku96,2008,make21,model355
sku241,1992,make11,model409
sku276,1998,make15,model436
sku88,2012,make5,model219
sku957,1999,make14,model76
sku14,2005,make35,model129
sku356,1992,make12,model138
sku491,1992,make42,model294
sku881,1995,make15,model61
sku350,2002,make47,model313
sku841,1995,make25,model464
sku154,2003,make19,model56
sku994,2005,make14,model4
sku287,2012,make14,model321
sku66,2001,make46,model279
sku580,2008,make8,model231
sku989,2000,make30,model170
sku944,2002,make49,model392
sku748,2001,make36,model451
sku41,1991,make1,model17
sku714,1996,make3,model1
sku224,1997,make33,model145
sku792,2003,make43,model186
sku312,2013,make42,model150
sku427,1999,make32,model186
sku932,2004,make8,model340
sku60,2010,make30,model50
sku943,2004,make7,model329
sku864,1994,make33,model44
sku478,1997,make19,model135
sku859,1995,make33,model85
sku212,2001,make24,model320
sku885,1992,make1,model409
sku708,1993,make25,model384
sku30,1991,make44,model486
sku667,1990,make32,model266
sku175,1996,make31,model326
sku584,2013,make47,model221
sku217,2003,make31,model215
sku34,1991,make4,model460
sku188,1991,make37,model448
sku240,1995,make34,model135
sku305,2002,make13,model486
sku531,2010,make26,model353
sku153,1992,make18,model369
sku114,1996,make9,model165
sku838,2008,make38,model436
sku870,2009,make40,model29
sku902,2002,make48,model71
sku753,2004,make21,model29
sku145,2005,make2,model338
sku520,2002,make19,model337
sku651,2007,make21,model382
sku12,2004,make5,model425
sku376,2010,make36,model123
sku676,2002,make16,model289
sku32,1996,make36,model393
sku869,1993,make43,model7
sku780,2010,make35,model150
sku402,1991,make49,model26
sku803,1999,make41,model408
sku967,2011,make34,model172
sku759,1999,make30,model218
sku893,2011,make1,model462
sku144,2007,make36,model7
sku858,2003,make2,model319
sku421,2007,make47,model411
sku780,2011,make44,model291
sku287,2006,make20,model127
sku596,1991,make30,model178
sku443,1994,make40,model168
sku72,2009,make13,model108
sku530,2013,make12,model194
sku518,1996,make2,model469
sku966,2013,make38,model373
sku866,2005,make17,model76
sku319,2007,make21,model458
sku784,2013,make14,model114
sku181,1991,make29,model127
sku857,2009,make24,model194
sku788,2006,make39,model153
sku951,2009,make13,model459
sku757,1990,make34,model312
sku632,2013,make39,model476
sku713,1994,make44,model249
sku178,1993,make37,model179
sku191,1996,make31,model24
sku104,1991,make22,model446
sku777,1994,make10,model364
sku4,2000,make33,model381
sku439,1997,make20,model36
sku294,1993,make2,model4
sku336,2011,make26,model257
sku19,1995,make44,model105
sku509,2001,make13,model307
sku561,2006,make26,model169
sku896,2006,make4,model450
sku139,2006,make33,model289
sku12,1991,make33,model153
sku200,2006,make16,model268
sku553,2009,make3,model286
sku40,2012,make40,model275
sku400,1990,make9,model481
sku726,2005,make15,model311
sku366,1998,make27,model252
sku69,1994,make5,model41
sku223,2007,make20,model212
sku395,2006,make48,model474
sku512,1990,make26,model276
sku923,1997,make6,model162
sku336,1996,make15,model31
sku927,2003,make35,model146
sku943,1994,make40,model6
sku382,2011,make5,model303
sku603,2001,make2,model499
sku174,2013,make48,model343
sku989,2001,make12,model456
sku762,1998,make12,model49
sku599,2002,make8,model263
sku96,2010,make41,model19
sku42,2004,make3,model212
sku489,1993,make2,model46
sku616,1991,make5,model395
sku38,1990,make24,model14
sku493,2007,make47,model127
sku48,1994,make18,model323
sku686,2002,make9,model391
sku349,2013,make41,model196
sku601,2010,make41,model45
sku7,2010,make9,model312
sku897,1996,make21,model468
sku298,2011,make49,model396
sku596,2011,make3,model322
sku69,1999,make15,model377
sku903,2001,make27,model126
sku447,1998,make33,model24
sku222,2000,make7,model115
sku297,1997,make43,model97
sku582,1996,make7,model440
sku147,1992,make34,model371
sku987,2007,make20,model28
sku108,2006,make41,model5
sku133,1998,make14,model290
sku698,2011,make32,model460
sku357,2008,make8,model327
sku77,2013,make43,model329
sku260,2013,make27,model203
sku64,1994,make8,model25
sku918,2002,make6,model13
sku205,2011,make2,model169
sku256,1997,make46,model477
sku198,2003,make44,model278
sku305,1990,make11,model191
sku17,1991,make2,model138
sku31,2003,make35,model47
sku779,2009,make8,model348
sku361,1995,make36,model283
sku160,2008,make46,model208
sku50,2009,make19,model124
sku362,1995,make41,model334
sku259,1990,make3,model138
sku65,1992,make28,model48
sku659,1995,make10,model219
sku61,1997,make7,model211
sku579,2010,make50,model370
sku606,2011,make8,model328
sku706,2002,make46,model34
sku760,2006,make37,model9
sku714,2008,make15,model390
sku865,2010,make44,model262
sku77,1991,make48,model69
sku394,1992,make28,model487
sku942,2003,make36,model274
sku431,2010,make11,model69
sku384,1992,make11,model72
sku811,2012,make9,model262
sku718,2000,make16,model292
sku298,1994,make6,model188
sku238,1991,make26,model316
sku155,1991,make31,model48
sku613,1997,make33,model22
sku179,2010,make9,model282
sku953,1999,make36,model382
sku322,2010,make15,model20
sku322,2004,make32,model310
sku764,2007,make50,model1
sku792,2002,make32,model473
sku574,1995,make3,model93
sku552,2006,make12,model366
sku531,1999,make15,model242
sku793,2013,make13,model58
sku866,2002,make8,model94
sku121,2008,make41,model442
sku504,2009,make45,model148
sku304,2002,make12,model439
sku755,1996,make4,model154
sku966,1996,make2,model249
sku699,1997,make49,model246
sku328,1995,make31,model97
sku757,2008,make19,model439
sku536,1994,make39,model20
sku985,2005,make17,model144
sku164,2003,make9,model460
sku855,1995,make12,model411
sku517,1996,make16,model108
sku590,1997,make36,model459
sku521,1997,make6,model139
sku73,2001,make8,model305
sku676,2011,make33,model331
sku559,2013,make48,model361
sku555,1992,make32,model205
sku340,2010,make12,model429
sku125,2003,make4,model358
sku842,2008,make32,model182
sku93,2007,make32,model83
sku234,2008,make39,model455
sku705,2000,make29,model132
sku401,2002,make50,model478
sku631,2004,make19,model485
sku489,2004,make42,model307
sku139,2011,make17,model491
sku677,2013,make18,model385
sku704,2013,make47,model469
sku774,2006,make43,model239
sku126,1999,make38,model264
sku934,2007,make25,model282
sku351,2010,make27,model420
sku438,1998,make23,model289
sku257,2008,make28,model467
sku743,2011,make36,model223
sku882,2005,make20,model328
sku342,1995,make7,model234
sku643,2010,make50,model288
sku600,2001,make7,model476
sku319,2006,make40,model378
sku33,1995,make17,model145
sku25,2011,make12,model384
sku790,2012,make11,model336
sku560,2004,make17,model451
sku822,2001,make19,model232
sku335,1998,make2,model467
sku836,1994,make45,model77
sku853,2006,make46,model443
sku917,1995,make9,model471
sku131,1999,make36,model461
sku320,2012,make30,model440
sku514,2012,make40,model168
sku379,1993,make40,model357
sku511,2010,make33,model173
sku18,2002,make25,model436
sku205,1999,make38,model61
sku651,2012,make4,model391
sku324,2008,make36,model322
sku689,1997,make27,model101
sku211,1997,make27,model295
sku452,1998,make16,model481
sku173,2012,make16,model96
sku478,2009,make4,model341
sku215,2009,make41,model433
sku744,2010,make33,model34
sku634,1998,make36,model161
sku640,1995,make27,model425
sku535,1991,make22,model494
sku395,2007,make48,model284
sku687,1996,make38,model83
sku62,2009,make43,model139
sku634,2005,make8,model189
sku513,2008,make23,model73
sku134,1993,make24,model387
sku385,2013,make32,model460
sku52,1991,make46,model223
sku801,2010,make1,model244
sku110,2008,make33,model86
sku589,2001,make23,model111
sku147,2004,make30,model330
sku377,1990,make41,model256
sku193,1996,make15,model289
sku265,2011,make25,model158
sku969,1999,make39,model385
sku257,2008,make13,model184
sku545,2011,make27,model67
sku408,2013,make18,model277
sku576,2012,make11,model476
sku992,1990,make24,model93
sku291,2007,make39,model278
sku653,1996,make44,model311
sku661,2005,make20,model459
sku407,2005,make15,model476
sku557,2009,make5,model482
sku807,2000,make26,model191
sku390,2007,make17,model191
sku747,2009,make29,model19
sku542,1997,make30,model98
sku586,2001,make41,model123
sku93,1994,make9,model250
sku853,2000,make23,model205
sku267,2002,make19,model37
sku972,2011,make23,model181
sku618,2008,make38,model183
sku585,1997,make21,model64
sku638,2013,make17,model112
sku454,1993,make24,model273
sku341,2005,make3,model97
sku77,2001,make31,model172
sku27,2013,make21,model499
sku863,2010,make18,model241
sku660,1992,make43,model122
sku411,1995,make19,model24
sku240,2006,make14,model347
sku826,2007,make12,model84
sku371,1996,make18,model224
sku775,2013,make40,model401
sku936,1994,make40,model400
sku77,1993,make14,model368
sku258,1992,make49,model335
sku372,1998,make36,model306
sku39,2013,make16,model433
sku725,2002,make2,model48
sku823,1999,make28,model299
sku352,1997,make20,model144
sku539,1994,make5,model308
sku353,1998,make18,model306
sku491,1997,make14,model431
sku679,2013,make24,model359
sku981,2008,make30,model353
sku317,2004,make41,model70
sku2,1998,make37,model177
sku675,1993,make32,model107
sku330,2007,make42,model342
sku92,1994,make15,model291
sku508,2003,make23,model93
sku566,2011,make46,model273
sku693,2001,make13,model5
sku96,1991,make8,model49
sku394,2011,make23,model35
sku18,1992,make15,model174
sku815,1992,make2,model453
sku288,1997,make25,model398
sku894,2012,make50,model230
sku846,2011,make1,model270
sku368,1996,make28,model232
sku307,2006,make28,model350
sku580,1990,make39,model299
sku97,1991,make48,model456
sku159,2013,make41,model224
sku296,1997,make13,model95
sku233,1995,make33,model40
sku107,2005,make31,model237
sku908,1993,make47,model108
sku859,2001,make46,model220
sku505,2006,make2,model301
sku731,2013,make26,model445
sku955,1997,make17,model125
sku632,2003,make22,model433
sku799,1992,make48,model453
sku740,2003,make19,model324
sku724,1997,make44,model292
sku812,2008,make2,model159
sku457,1991,make46,model94
sku37,2000,make4,model496
sku758,1999,make13,model195
sku988,2006,make13,model393
sku767,1994,make35,model254
sku757,1991,make8,model241
sku384,1990,make4,model98
sku790,1992,make26,model123
sku141,2000,make22,model89
sku858,2002,make9,model308
sku919,1999,make1,model453
sku90,1996,make35,model428
sku456,1999,make19,model106
sku450,2002,make35,model417
sku531,2008,make2,model161
sku839,2002,make29,model490
sku969,2013,make8,model413
sku507,1997,make23,model213
sku734,2000,make17,model412
sku706,1990,make34,model81
sku404,1990,make19,model427
sku556,1991,make35,model43
sku820,2007,make21,model330
sku254,2013,make32,model111
sku971,2009,make3,model239
sku118,2001,make46,model426
sku937,1995,make34,model321
sku257,1998,make41,model330
sku393,1994,make26,model475
sku241,1994,make2,model31
sku913,2000,make36,model84
sku413,1998,make20,model192
sku150,2000,make44,model134
sku926,2008,make6,model431
sku999,2009,make26,model128
sku147,1997,make46,model270
sku482,2000,make25,model361
sku626,2002,make40,model270
sku963,2002,make36,model188
sku858,1992,make38,model4
sku528,2004,make14,model227
sku385,1999,make16,model192
sku188,2009,make32,model167
sku123,2003,make44,model303
sku981,1998,make17,model304
sku882,1992,make8,model423
sku609,2010,make11,model233
sku942,2013,make24,model235
sku599,2007,make47,model492
sku142,1995,make19,model165
sku54,1990,make34,model89
sku559,2002,make40,model270
sku897,1992,make8,model390
sku215,1996,make32,model412
sku139,2010,make15,model41
sku820,2008,make28,model209
sku509,2001,make21,model326
sku708,2008,make49,model381
sku773,2005,make47,model166
sku179,2007,make44,model38
sku825,1990,make43,model20
sku305,2001,make44,model222
sku317,1993,make27,model68
sku912,1991,make28,model211
sku546,2012,make4,model127
sku723,1991,make1,model248
sku694,2012,make42,model436
sku671,2006,make48,model248
sku712,2009,make27,model9
sku275,1999,make23,model296
sku545,2013,make37,model228
sku58,1996,make44,model302
sku236,2012,make43,model479
sku997,2010,make23,model346
sku823,1996,make29,model247
sku976,2002,make50,model344
sku309,2002,make36,model292
sku915,1993,make9,model230
sku147,2011,make46,model103
