"year","make","model","option","category","subcategory","country"
"1985","Goldoni","926","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1985","Goldoni","928","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1985","Goldoni","EURO 42","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1986","Goldoni","928","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1986","Goldoni","945","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1986","Goldoni","EURO 26RS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1987","Goldoni","EURO 42","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1988","Goldoni","NUOVO 245","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1989","Goldoni","945","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1989","Goldoni","EURO 26RS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1989","Goldoni","EURO 30RS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1989","Goldoni","NUOVO 233","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1989","Goldoni","NUOVO 245","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1990","Goldoni","150","Base","2-Wheel Tractor","Agricultural Equipment","USA"
"1990","Goldoni","926","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1990","Goldoni","NUOVO 233","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1991","Goldoni","150","Base","2-Wheel Tractor","Agricultural Equipment","USA"
"1991","Goldoni","919","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1991","Goldoni","926","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1991","Goldoni","FC","Base","2-Wheel Tractor","Agricultural Equipment","USA"
"1991","Goldoni","IDEA 30DT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1992","Goldoni","140","Base","2-Wheel Tractor","Agricultural Equipment","USA"
"1992","Goldoni","933","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1992","Goldoni","EURO 22RS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1992","Goldoni","EURO 30RS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1992","Goldoni","IDEA 20DT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1992","Goldoni","NUOVO 233","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1993","Goldoni","140","Base","2-Wheel Tractor","Agricultural Equipment","USA"
"1993","Goldoni","926","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1993","Goldoni","933","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1993","Goldoni","FC","Base","2-Wheel Tractor","Agricultural Equipment","USA"
"1993","Goldoni","IDEA 20DT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1993","Goldoni","IDEA 26DT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1993","Goldoni","NUOVO 238","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1994","Goldoni","933","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1994","Goldoni","945","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1994","Goldoni","FC","Base","2-Wheel Tractor","Agricultural Equipment","USA"
"1994","Goldoni","IDEA 30DT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1994","Goldoni","NUOVO 233","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1994","Goldoni","NUOVO 238","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1994","Goldoni","NUOVO 245","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1995","Goldoni","945","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1995","Goldoni","IDEA 26DT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1995","Goldoni","IDEA 30DT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1996","Goldoni","EURO 26RS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1996","Goldoni","IDEA 26DT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1998","Goldoni","FC","Base","2-Wheel Tractor","Agricultural Equipment","USA"
"1999","Goldoni","EURO 26RS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1991","Goossen","BCG-2","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1992","Goossen","BCG-2","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1994","Goossen","BCG-4","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1997","Goossen","NA8000 BALE CHP","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1998","Goossen","BCG-3","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1998","Goossen","BCG-4","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"2000","Goossen","NA8500","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"2001","Goossen","NA8500","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"2004","Goossen","NA8500","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"2009","Goossen","NA8500","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1994","Gravely","PROFESSIONAL 8","Base","2-Wheel Tractor","Agricultural Equipment","USA"
"1995","Gravely","PROFESSIONAL 16","Base","2-Wheel Tractor","Agricultural Equipment","USA"
"1996","Gravely","PROFESSIONAL 12","Base","2-Wheel Tractor","Agricultural Equipment","USA"
"1997","Gravely","PROFESSIONAL 12","Base","2-Wheel Tractor","Agricultural Equipment","USA"
"1996","Great Plains","PRO TURF-SKID","Base","Sprayer","Agricultural Equipment","USA"
"1997","Great Plains","PRO TURF-TRAILR","Base","Sprayer","Agricultural Equipment","USA"
"1982","Hagie","8200","Base","Sprayer","Agricultural Equipment","USA"
"1983","Hagie","280-HIGH TRACTR","Base","Sprayer","Agricultural Equipment","USA"
"1985","Hagie","8240   OPT","Base","Sprayer","Agricultural Equipment","USA"
"1986","Hagie","280-HIGH TRACTR","Base","Sprayer","Agricultural Equipment","USA"
"1987","Hagie","250","Base","Sprayer","Agricultural Equipment","USA"
"1987","Hagie","280-HIGH TRACTR","Base","Sprayer","Agricultural Equipment","USA"
"1987","Hagie","B-318","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1988","Hagie","250","Base","Sprayer","Agricultural Equipment","USA"
"1988","Hagie","8380","Base","Sprayer","Agricultural Equipment","USA"
"1991","Hagie","8380","Base","Sprayer","Agricultural Equipment","USA"
"1993","Hagie","284 HI-TRACTOR","Base","Sprayer","Agricultural Equipment","USA"
"1996","Hagie","204 DETASSELER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1997","Hagie","204 DETASSELER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1997","Hagie","284 HI-TRACTOR","Base","Sprayer","Agricultural Equipment","USA"
"2000","Hagie","204 DETASSELER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"2002","Hagie","204 DETASSELER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"2003","Hagie","204 DETASSELER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"2006","Hagie","204 DETASSELER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1981","Hahn","SINGLE NOZZLE","Base","Sprayer","Agricultural Equipment","USA"
"1983","Hahn","PRO 44","Base","Sprayer","Agricultural Equipment","USA"
"1985","Hahn","220","Base","Sprayer","Agricultural Equipment","USA"
"1988","Hahn","MAXI-PRO 435","Base","Sprayer","Agricultural Equipment","USA"
"1989","Hahn","MULTI-PRO 418","Base","Sprayer","Agricultural Equipment","USA"
"1990","Hahn","TORO 5200","Base","Sprayer","Agricultural Equipment","USA"
"1996","Hahn","TORO 5200","Base","Sprayer","Agricultural Equipment","USA"
"1982","Hamachek","HARVESTER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1993","Hamachek","HARVESTER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1997","Hamachek","HARVESTOR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1998","Hamachek","HARVESTOR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1981","Hesston","6600S","Base","Windrower","Agricultural Equipment","USA"
"1983","Hesston","6500S","Base","Windrower","Agricultural Equipment","USA"
"1987","Hesston","HESSTON 8200","Base","Windrower","Agricultural Equipment","USA"
"1988","Hesston","6600S","Base","Windrower","Agricultural Equipment","USA"
"1990","Hesston","6500S","Base","Windrower","Agricultural Equipment","USA"
"1990","Hesston","6600S","Base","Windrower","Agricultural Equipment","USA"
"1990","Hesston","HESSTON 8100","Base","Windrower","Agricultural Equipment","USA"
"1990","Hesston","HESSTON 8200","Base","Windrower","Agricultural Equipment","USA"
"1991","Hesston","6500S","Base","Windrower","Agricultural Equipment","USA"
"1991","Hesston","HESSTON 8400","Base","Windrower","Agricultural Equipment","USA"
"1991","Hesston","HESSTON OPTION","Base","Windrower","Agricultural Equipment","USA"
"1992","Hesston","6500S","Base","Windrower","Agricultural Equipment","USA"
"1992","Hesston","HESSTON 8400","Base","Windrower","Agricultural Equipment","USA"
"1993","Hesston","HESSTON 8200","Base","Windrower","Agricultural Equipment","USA"
"1993","Hesston","HESSTON 8400","Base","Windrower","Agricultural Equipment","USA"
"1993","Hesston","HESSTON OPTION","Base","Windrower","Agricultural Equipment","USA"
"1994","Hesston","HESSTON 8100","Base","Windrower","Agricultural Equipment","USA"
"1998","Hesston","HESSTON 8110","Base","Windrower","Agricultural Equipment","USA"
"1999","Hesston","HESSTON 8200","Base","Windrower","Agricultural Equipment","USA"
"2004","Hesston","HESSTON 8450","Base","Windrower","Agricultural Equipment","USA"
"2004","Hesston","HESSTON 8550","Base","Windrower","Agricultural Equipment","USA"
"2004","Hesston","HESSTON 8550S","Base","Windrower","Agricultural Equipment","USA"
"2005","Hesston","HESSTON 9260 SP","Base","Windrower","Agricultural Equipment","USA"
"2006","Hesston","HESSTON 9240 SP","Base","Windrower","Agricultural Equipment","USA"
"2007","Hesston","HESSTON 9230 SP","Base","Windrower","Agricultural Equipment","USA"
"2007","Hesston","HESSTON 9240 SP","Base","Windrower","Agricultural Equipment","USA"
"2007","Hesston","HESSTON 9260 SP","Base","Windrower","Agricultural Equipment","USA"
"1987","Hiniker","SPRAY KING","Base","Sprayer","Agricultural Equipment","USA"
"1988","Hiniker","SPRAY KING","Base","Sprayer","Agricultural Equipment","USA"
"1989","Hiniker","CLG-3","Base","Sprayer","Agricultural Equipment","USA"
"1991","Hiniker","CLG-3S","Base","Sprayer","Agricultural Equipment","USA"
"1992","Hiniker","CLG-3S","Base","Sprayer","Agricultural Equipment","USA"
"1992","Hiniker","SPRAY KING","Base","Sprayer","Agricultural Equipment","USA"
"1994","Hiniker","CLG-3","Base","Sprayer","Agricultural Equipment","USA"
"1995","Hiniker","CLG-3","Base","Sprayer","Agricultural Equipment","USA"
"1995","Hiniker","CLG-3S","Base","Sprayer","Agricultural Equipment","USA"
"1995","Hiniker","SPRAY KING","Base","Sprayer","Agricultural Equipment","USA"
"1996","Hiniker","CLG-3S","Base","Sprayer","Agricultural Equipment","USA"
"1996","Hiniker","SPRAY KING","Base","Sprayer","Agricultural Equipment","USA"
"1997","Hiniker","CLG-3S","Base","Sprayer","Agricultural Equipment","USA"
"1998","Hiniker","CLG-3S","Base","Sprayer","Agricultural Equipment","USA"
"1998","Hiniker","SPRAY KING","Base","Sprayer","Agricultural Equipment","USA"
"1990","Holder","A 440 S","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1991","Holder","A 550","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1992","Holder","A 560 TURBO","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1993","Holder","A 560 TURBO","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1994","Holder","A 550","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1996","Holder","A 550","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1996","Holder","A 560 TURBO","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1996","Holder","A 750","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1997","Holder","A 440 S","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1997","Holder","A 760","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1999","Holder","A 760","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2000","Holder","A770","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2001","Holder","A 550","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2002","Holder","A770","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2003","Holder","A 750","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2004","Holder","A 750","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2007","Holder","A-Trac 5.58","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2007","Holder","A-Trac 8.72C","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2008","Holder","A-Trac 7.72C","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2009","Holder","A-Trac 7.72C","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1987","Horvick","ESTATE SPRAYERS","Base","Sprayer","Agricultural Equipment","USA"
"1990","Horvick","ESTATE SPRAYERS","Base","Sprayer","Agricultural Equipment","USA"
"1998","Horvick","HERBACIDE TENDR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"2000","Horvick","HERBACIDE TENDR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"1988","Hudson","INDUSTRO","Base","Sprayer","Agricultural Equipment","USA"
"1989","Hudson","INDUSTRO","Base","Sprayer","Agricultural Equipment","USA"
"1999","Hurlimann","PRINCE 325","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1999","Hurlimann","PRINCE 445","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2001","Hurlimann","MASTER 165","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2001","Hurlimann","XF H-491","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2002","Hurlimann","XF H-491","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2003","Hurlimann","XF H-491","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2004","Hurlimann","XF H-476","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2005","Hurlimann","XF H-491","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2006","Hurlimann","MASTER 165","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2006","Hurlimann","XF H-476","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2006","Hurlimann","XF H-491","Base","Agricultural Tractor","Agricultural Equipment","USA"
"2009","Hurlimann","XF H-476","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1981","International","1620","Base","Combine","Agricultural Equipment","USA"
"1981","International","3088","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1981","International","3288","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1981","International","3488","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1981","International","5088","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1981","International","5288","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1981","International","5488","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1983","International","1460","Base","Combine","Agricultural Equipment","USA"
"1983","International","1620","Base","Combine","Agricultural Equipment","USA"
"1983","International","3488","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1983","International","5000","Base","Windrower","Agricultural Equipment","USA"
"1983","International","5488","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1983","International","6000","Base","Windrower","Agricultural Equipment","USA"
"1984","International","5088","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1984","International","5488","Base","Agricultural Tractor","Agricultural Equipment","USA"
"1981","Ishikawajima","NHL 1215","Base","Agricultural Tractor","Agricultural Equipment","USA"
